T6_Z2
Time-Data=(A2/86400)+25569;Temp;Humi;Vbat
1732442883;41.87;18.84;2976
1732443183;39.66;19.77;2979
1732443483;37.44;20.78;2981
1732443784;35.45;23.69;2983
1732444084;33.8;25.77;2983
1732444385;32.33;27.26;2982
1732444685;31.12;28.64;2981
1732444985;30.04;29.7;2979
1732445286;29.09;30.97;2977
1732445586;28.25;31.92;2975
1732445887;27.5;32.9;2973
1732446187;26.85;33.83;2971
1732446487;26.27;34.64;2969
1732446788;25.77;35.52;2967
1732447085;25.36;36.36;2965
1732447388;27.04;35.27;2964
1732447689;32.28;29.25;2964
1732447989;37.75;23.79;2965
1732448289;42.56;19.82;2967
1732448590;45.59;17.65;2969
1732448890;46.02;17.1;2972
1732449191;44.53;17.45;2975
1732449491;42.34;18.41;2979
1732449791;40.04;19.82;2982
1732450092;37.9;21.26;2984
1732450392;35.95;22.84;2985
1732450692;34.24;24.23;2984
1732450993;32.74;25.69;2983
1732451293;31.43;27.08;2982
1732451594;30.23;28.67;2980
1732451892;29.27;30.08;2978
1732452194;28.45;31.58;2976
1732452495;27.74;32.86;2973
1732452795;27.11;33.96;2971
1732453093;26.56;34.91;2969
1732453396;26.07;35.73;2968
1732453696;25.64;36.57;2966
1732453997;25.27;37.62;2965
1732454297;26.81;37.53;2963
1732454595;32.13;30.74;2964
1732454898;37.71;24.97;2965
1732455198;42.57;20.57;2967
1732455498;45.41;18.54;2969
1732455799;45.42;18;2972
1732456099;43.77;18.81;2975
1732456397;41.61;19.84;2978
1732456700;39.38;21.43;2981
1732457000;37.33;23.04;2983
1732457301;35.49;24.45;2984
1732457601;33.88;25.9;2984
1732457901;32.46;26.87;2983
1732458202;31.21;28.5;2982
1732458502;30.12;29.7;2980
1732458802;29.22;30.63;2978
1732459103;28.39;31.71;2975
1732459403;27.62;33.08;2973
1732459704;26.96;33.67;2971
1732460004;26.39;34.69;2969
1732460304;26.31;35.56;2968
1732460605;30.06;31.83;2967
1732460905;35.43;25.96;2967
1732461205;40.6;21.1;2968
1732461506;44.51;18.33;2970
1732461806;46.3;16.9;2973
1732462107;45.64;17.08;2975
1732462404;43.7;17.6;2978
1732462707;41.36;19.07;2981
1732463008;39.1;20.32;2984
1732463308;36.99;22.21;2985
1732463608;35.16;23.42;2985
1732463909;33.53;25.2;2984
1732464209;32.12;26.21;2983
1732464510;30.91;28.08;2981
1732464810;29.88;29.29;2979
1732465110;28.98;30.96;2977
1732465411;28.19;31.92;2976
1732465711;27.48;33.15;2974
1732466009;26.87;33.97;2972
1732466312;26.32;34.98;2970
1732466612;25.83;35.91;2968
1732466913;25.43;36.53;2966
1732467213;25.09;37.21;2964
1732467514;24.76;37.91;2963
1732467814;24.51;38.68;2962
1732468114;26.73;37.55;2961
1732468415;32.33;30.31;2961
1732468715;37.95;24.41;2963
1732469015;42.86;20.23;2966
1732469316;45.26;18.36;2968
1732469616;44.83;18.26;2972
1732469917;43.1;18.97;2975
1732470217;40.99;20.28;2978
1732470517;38.86;21.86;2981
1732470818;36.91;23.58;2983
1732471118;35.11;25.61;2984
1732471418;33.6;27.27;2984
1732471719;32.27;28.91;2982
1732472019;31.11;30.2;2981
1732472320;30.06;31.01;2979
1732472620;29.15;32.66;2977
1732472920;28.37;34.33;2975
1732473221;27.7;35.71;2973
1732473521;27.1;36.82;2971
1732473821;26.53;37.66;2970
1732474122;26.06;38.65;2968
1732474422;25.67;39.6;2966
1732474723;25.31;40.56;2965
1732475023;24.98;41.44;2964
1732475323;24.68;42.06;2962
1732475624;25.86;41.77;2961
1732475924;31.03;34.46;2961
1732476224;36.69;27.54;2962
1732476525;41.87;22.33;2965
1732476825;45.4;19.42;2968
1732477126;46.21;18.48;2971
1732477426;44.97;18.82;2975
1732477726;42.91;19.74;2978
1732478027;40.69;21.11;2981
1732478327;38.57;22.61;2983
1732478627;36.63;24.13;2985
1732478928;34.91;25.74;2985
1732479228;33.42;27.24;2984
1732479529;32.1;28.58;2982
1732479829;30.96;29.88;2981
1732480127;29.95;31.19;2979
1732480430;29.08;32.42;2977
1732480730;28.33;33.47;2975
1732481030;27.65;34.47;2973
1732481331;27.04;35.27;2971
1732481631;26.87;36.02;2969
1732481932;30.4;32.45;2968
1732482232;35.77;26.47;2969
1732482532;40.96;21.88;2969
1732482833;44.89;18.91;2971
1732483133;46.95;17.48;2974
1732483433;46.99;17.15;2977
1732483734;45.37;17.68;2979
1732484034;43.12;18.68;2982
1732484335;40.8;20.01;2985
1732484635;38.61;21.53;2986
1732484935;36.64;23.09;2987
1732485236;34.9;24.54;2986
1732485536;33.37;25.96;2985
1732485837;32.04;27.25;2984
1732486137;30.88;28.48;2982
1732486437;29.87;29.56;2980
1732486738;28.98;30.52;2978
1732487036;28.21;31.6;2976
1732487338;27.52;32.59;2974
1732487639;26.91;33.33;2972
1732487939;26.39;34.21;2970
1732488239;25.92;34.9;2968
1732488540;25.5;35.58;2967
1732488838;25.13;36.25;2965
1732489138;24.78;36.77;2964
1732489441;24.49;37.22;2963
1732489741;24.85;37.93;2961
1732490042;29.28;33.14;2961
1732490342;35.02;26.8;2962
1732490642;40.43;21.93;2964
1732490943;44.49;18.8;2967
1732491243;45.72;17.75;2971
1732491544;44.68;18.02;2974
1732491844;42.7;18.94;2977
1732492144;40.5;20.33;2980
1732492445;38.37;21.88;2983
1732492745;36.42;23.47;2985
1732493045;34.7;24.96;2985
1732493346;33.18;26.48;2984
1732493646;31.86;27.88;2982
1732493947;30.71;29.27;2980
1732494247;29.7;30.51;2979
1732494547;28.83;31.74;2977
1732494848;28.07;32.81;2975
1732495148;27.39;33.77;2973
1732495448;26.8;34.61;2971
1732495749;26.27;35.5;2969
1732496049;25.81;36.32;2967
1732496349;25.4;37.09;2965
1732496650;25.03;37.84;2964
1732496948;24.7;38.5;2963
1732497248;25.95;38.21;2962
1732497551;31.17;31.69;2962
1732497851;36.79;25.59;2963
1732498152;41.93;21.01;2965
1732498452;45.44;18.42;2968
1732498752;46.91;17.37;2972
1732499053;46.16;17.44;2975
1732499353;44.22;18.25;2978
1732499654;41.93;19.48;2982
1732499954;39.66;21.05;2984
1732500254;37.58;22.64;2986
1732500555;35.71;24.23;2986
1732500855;34.08;25.75;2985
1732501153;32.66;27.25;2984
1732501456;31.42;28.6;2983
1732501756;30.34;29.96;2981
1732502057;29.4;31.18;2979
1732502357;28.57;32.26;2977
1732502657;27.86;33.27;2975
1732502958;27.22;34.19;2972
1732503258;26.66;35.18;2970
1732503556;26.18;36.07;2969
1732503859;25.74;36.85;2968
1732504159;25.35;37.52;2966
1732504457;25;38.28;2964
1732504758;26.46;37.69;2963
1732505060;31.73;31.14;2963
1732505361;37.3;25.19;2964
1732505661;42.34;20.75;2967
1732505962;45.53;18.38;2969
1732506262;45.92;17.81;2973
1732506562;44.46;18.32;2976
1732506863;42.35;19.37;2979
1732507163;40.13;20.84;2982
1732507463;38.02;22.41;2984
1732507764;36.12;24;2985
1732508064;34.44;25.49;2985
1732508364;32.97;27.01;2984
1732508665;31.68;28.43;2983
1732508965;30.57;29.77;2981
1732509266;29.6;31;2979
1732509566;28.75;32.19;2977
1732509866;28.01;33.21;2975
1732510167;27.35;34.11;2973
1732510467;26.77;35.01;2971
1732510767;26.26;35.87;2969
1732511068;25.81;36.68;2968
1732511368;25.41;37.39;2966
1732511669;26.52;37.28;2965
1732511969;31.53;31.29;2965
1732512269;37.06;25.38;2965
1732512570;42.09;20.9;2967
1732512870;45.41;18.43;2970
1732513170;45.94;17.78;2973
1732513471;44.53;18.24;2976
1732513771;42.44;19.32;2979
1732514071;40.21;20.76;2982
1732514372;38.1;22.38;2984
1732514672;36.18;23.95;2985
1732514973;34.49;25.49;2985
1732515273;33.01;26.93;2984
1732515573;31.71;28.38;2982
1732515874;30.58;29.68;2981
1732516174;29.61;30.96;2979
1732516472;28.75;32.09;2977
1732516775;28;33.17;2975
1732517075;27.35;34.1;2973
1732517376;26.76;34.99;2971
1732517676;26.25;35.86;2969
1732517976;25.8;36.63;2967
1732518277;25.42;37.4;2966
1732518577;26.68;36.83;2964
1732518875;30.55;32.12;2964
1732519178;34.07;27.9;2965
1732519478;36.73;25.08;2966
1732519779;38.87;23.07;2968
1732520079;40.68;21.41;2970
1732520379;42.1;20.17;2973
1732520680;42.66;19.59;2976
1732520980;41.81;19.99;2979
1732521281;40.21;20.99;2981
1732521581;38.4;22.29;2983
1732521881;36.6;23.68;2983
1732522182;34.96;25.15;2983
1732522482;33.49;26.56;2982
1732522782;32.18;27.97;2981
1732523083;31.04;29.24;2980
1732523383;30.04;30.5;2979
1732523684;29.16;31.66;2977
1732523981;28.39;32.81;2975
1732524284;27.71;33.8;2973
1732524582;27.1;34.71;2971
1732524885;26.57;35.37;2969
1732525185;26.1;36.32;2967
1732525486;25.63;37.34;2966
1732525784;26.03;37.27;2964
1732526087;30.46;32.2;2964
1732526387;35.92;25.85;2965
1732526687;41.06;21.29;2966
1732526988;44.75;18.39;2969
1732527288;45.62;17.58;2972
1732527588;44.39;17.79;2974
1732527889;42.34;18.65;2977
1732528189;40.14;19.91;2980
1732528490;38.07;21.3;2983
1732528790;36.17;22.79;2984
1732529090;34.47;23.81;2984
1732529391;32.99;25.76;2983
1732529691;31.71;26.99;2981
1732529991;30.59;28.68;2980
1732530292;29.61;29.64;2978
1732530592;28.76;31.17;2976
1732530893;28.01;32.02;2974
1732531193;27.33;33.32;2972
1732531491;26.75;33.99;2970
1732531794;26.34;35.26;2968
1732532094;28.92;33.26;2967
1732532394;34.17;27.1;2967
1732532695;39.39;22.08;2968
1732532995;43.71;19.07;2969
1732533296;45.61;17.75;2972
1732533596;44.88;17.72;2974
1732533896;42.96;18.55;2977
1732534197;40.75;19.47;2980
1732534497;38.61;21.07;2982
1732534797;36.64;22.49;2984
1732535098;34.89;24.44;2985
1732535398;33.38;25.77;2983
1732535699;32.05;27.59;2982
1732535999;30.87;29.04;2981
1732536299;29.82;30.9;2979
1732536600;28.9;31.7;2977
1732536900;28.09;33.16;2974
1732537200;27.39;33.86;2972
1732537501;26.75;35.06;2971
1732537801;26.22;35.67;2969
1732538102;25.73;36.74;2967
1732538399;25.32;37.28;2965
1732538702;24.92;38.19;2964
1732539003;24.59;38.68;2963
1732539303;24.29;39.44;2961
1732539603;24.03;39.93;2960
1732539904;23.77;40.54;2959
1732540204;23.57;41.01;2958
1732540502;23.35;41.48;2957
1732540805;23.17;41.97;2956
1732541105;23;42.26;2955
1732541406;22.84;42.8;2954
1732541706;22.7;43;2954
1732542006;23.47;43.58;2953
1732542307;28.42;36.49;2954
1732542607;34.26;29.29;2955
1732542907;39.71;23.44;2958
1732543208;43.78;20.12;2962
1732543508;44.84;18.79;2966
1732543809;43.66;19.23;2969
1732544109;41.64;20.04;2973
1732544409;39.42;21.56;2977
1732544710;37.33;22.98;2980
1732545010;35.41;24.57;2982
1732545310;33.72;26.03;2982
1732545611;32.24;27.44;2981
1732545911;30.98;28.84;2980
1732546212;29.86;30.07;2978
1732546512;28.9;31.36;2976
1732546812;28.05;32.33;2974
1732547113;27.32;33.48;2972
1732547411;26.66;34.28;2970
1732547711;26.1;35.26;2968
1732548014;25.59;35.83;2966
1732548314;25.39;37.04;2964
1732548615;28.64;33.86;2963
1732548915;34.15;27.96;2963
1732549215;39.45;22.68;2965
1732549516;43.67;19.45;2967
1732549816;45.04;18.06;2970
1732550116;43.97;18.52;2973
1732550417;41.94;19.24;2976
1732550717;39.67;20.83;2979
1732551017;37.52;22.39;2981
1732551318;35.56;24.16;2983
1732551618;33.86;25.7;2983
1732551919;32.34;27.3;2982
1732552219;31.04;28.8;2981
1732552519;29.9;30.15;2979
1732552820;28.91;31.63;2977
1732553118;28.05;32.7;2975
1732553420;27.3;34.03;2973
1732553721;26.63;34.82;2970
1732554021;26.06;36.06;2969
1732554322;25.56;36.65;2967
1732554622;25.11;37.74;2965
1732554920;24.71;38.15;2964
1732555223;24.36;39.16;2962
1732555523;24.05;39.48;2961
1732555823;23.77;40.51;2960
1732556124;23.52;40.68;2958
1732556424;23.29;41.53;2957
1732556725;23.21;41.91;2956
1732557025;26.77;38.72;2956
1732557325;32.33;30.93;2957
1732557626;34.73;27.61;2959
1732557926;35.06;26.92;2961
1732558226;34.42;27.37;2963
1732558527;33.44;28.35;2966
1732558827;32.33;29.61;2968
1732559128;31.28;30.9;2970
1732559428;30.28;32.24;2972
1732559728;29.4;33.52;2972
1732560029;28.58;34.63;2971
1732560329;27.88;35.85;2970
1732560629;28.93;36.11;2969
1732560930;33.39;30.92;2968
1732561230;38.41;25.5;2969
1732561531;43.01;21.39;2970
1732561831;45.15;19.47;2971
1732562131;44.61;19.3;2974
1732562432;42.87;20.02;2976
1732562732;40.77;21.37;2978
1732563032;38.69;23;2981
1732563333;36.78;24.7;2982
1732563633;35.03;26.26;2983
1732563934;33.45;27.53;2982
1732564234;32.06;29.17;2981
1732564534;30.88;30.46;2980
1732564835;29.85;31.91;2978
1732565135;28.96;32.74;2976
1732565433;28.17;34.29;2974
1732565736;27.48;35.42;2971
1732566036;26.88;37.06;2969
1732566337;26.35;37.67;2968
1732566637;25.88;38.92;2966
1732566937;25.47;39.34;2965
1732567238;25.72;40.22;2963
1732567538;29.9;35.15;2963
1732567838;35.31;28.37;2963
1732568139;40.48;23.26;2965
1732568439;43.79;20.16;2967
1732568739;43.96;19.74;2970
1732569040;42.5;20.05;2973
1732569340;40.48;21.51;2975
1732569641;38.45;22.85;2978
1732569941;36.51;24.89;2981
1732570241;34.8;26.55;2981
1732570542;33.28;28.18;2982
1732570842;31.95;29.59;2980
1732571140;30.75;30.84;2979
1732571443;29.72;32.15;2977
1732571743;28.79;33.01;2975
1732572044;27.98;34.31;2973
1732572344;27.26;34.88;2971
1732572644;26.63;36.21;2969
1732572945;26.07;36.58;2967
1732573245;25.58;37.88;2965
1732573545;25.15;38.14;2964
1732573846;24.75;39.32;2962
1732574146;24.7;39.79;2961
1732574447;28.25;36.28;2960
1732574747;33.77;29.06;2960
1732575047;39.08;23.87;2962
1732575348;43.4;20.08;2965
1732575648;44.87;18.84;2968
1732575949;43.88;18.98;2971
1732576249;41.87;20.04;2974
1732576549;39.66;21.63;2977
1732576850;37.51;23.23;2980
1732577150;35.57;25.09;2982
1732577450;33.85;26.52;2982
1732577751;32.35;28.42;2981
1732578051;31.05;29.6;2979
1732578351;29.92;31.44;2978
1732578649;28.94;32.41;2976
1732578952;28.09;34.1;2974
1732579253;27.35;34.77;2972
1732579553;26.7;36.3;2969
1732579851;26.13;36.82;2967
1732580154;25.62;38.09;2965
1732580454;25.18;38.51;2964
1732580754;24.77;39.66;2963
1732581055;24.42;40.06;2961
1732581355;24.1;41.11;2959
1732581656;23.82;41.39;2958
1732581956;23.74;42.49;2957
1732582256;26.95;39.09;2957
1732582557;32.68;31.17;2957
1732582857;38.22;25.24;2959
1732583157;42.88;20.89;2962
1732583458;45.23;19.09;2965
1732583758;44.75;18.76;2969
1732584059;42.88;19.8;2973
1732584359;40.62;20.96;2976
1732584659;38.37;22.92;2979
1732584960;36.32;24.34;2981
1732585260;34.47;26.31;2982
1732585560;32.89;27.7;2982
1732585861;31.51;29.51;2981
1732586161;30.3;30.82;2979
1732586459;29.28;32.36;2977
1732586762;28.38;33.57;2974
1732587062;27.58;34.82;2972
1732587360;26.89;35.9;2970
1732587663;26.28;36.91;2968
1732587964;25.76;37.92;2967
1732588264;25.29;38.7;2965
1732588564;24.87;39.61;2963
1732588865;24.51;40.22;2961
1732589165;24.18;41.11;2960
1732589465;23.92;41.66;2959
1732589766;25.98;40.78;2958
1732590066;31.51;32.6;2958
1732590367;37.09;26.52;2960
1732590667;42.03;21.62;2962
1732590967;45.08;19.34;2965
1732591268;45.23;18.64;2969
1732591568;43.6;19.4;2973
1732591869;41.37;20.55;2975
1732592169;39.09;22.27;2979
1732592469;36.95;23.96;2981
1732592770;35.03;25.62;2982
1732593070;33.38;27.37;2982
1732593370;31.91;28.8;2981
1732593668;30.66;30.55;2979
1732593971;29.58;31.68;2977
1732594272;28.63;33.34;2975
1732594572;27.82;34.17;2973
1732594870;27.08;35.69;2971
1732595173;26.44;36.35;2969
1732595473;25.89;37.74;2967
1732595774;25.4;38.26;2965
1732596074;24.97;39.54;2964
1732596374;24.59;39.85;2962
1732596675;24.25;41.03;2960
1732596975;24.71;41.29;2959
1732597275;29.28;35.99;2959
1732597576;34.93;28.45;2960
1732597876;40.22;23.45;2962
1732598177;44.21;19.87;2964
1732598477;45.65;18.74;2968
1732598777;44.65;18.82;2971
1732599078;42.6;19.9;2974
1732599378;40.29;21.35;2978
1732599679;38.06;23.07;2981
1732599979;36.03;24.81;2982
1732600279;34.24;26.39;2983
1732600580;32.67;28.18;2982
1732600880;31.3;29.54;2980
1732601180;30.15;31.26;2978
1732601481;29.12;32.3;2976
1732601781;28.24;33.94;2974
1732602081;27.48;34.71;2972
1732602382;26.8;36.2;2970
1732602682;26.2;36.79;2968
1732602983;25.67;38.14;2966
1732603280;25.22;38.6;2964
1732603583;24.79;39.82;2963
1732603881;24.44;40.16;2961
1732604184;24.25;41.52;2960
1732604484;27.26;38.22;2959
1732604785;32.52;31.3;2960
1732605085;35.54;27.11;2961
1732605386;37.64;25.14;2963
1732605686;39.53;23.1;2965
1732605986;40.3;22.28;2968
1732606287;39.59;22.43;2971
1732606587;38.2;23.58;2974
1732606885;36.63;24.87;2977
1732607188;35.07;26.31;2978
1732607488;33.63;27.75;2979
1732607789;32.31;29.24;2978
1732608089;31.08;30.66;2977
1732608389;30.02;31.7;2976
1732608690;29.1;33.28;2974
1732608990;28.3;34.16;2972
1732609290;27.59;35.57;2970
1732609591;26.97;36.32;2969
1732609889;26.43;37.58;2967
1732610192;25.95;38.06;2965
1732610492;25.53;39.33;2963
1732610790;25.34;40.18;2962
1732611093;28.61;37.26;2961
1732611393;34.08;29.81;2962
1732611694;39.7;24.27;2963
1732611994;44.24;20.25;2965
1732612294;46.49;18.61;2968
1732612595;46.85;17.85;2971
1732612895;45.36;18.42;2975
1732613195;43.1;19.28;2978
1732613496;40.69;20.88;2981
1732613796;38.44;22.32;2983
1732614096;36.41;24.06;2984
1732614397;34.63;25.38;2984
1732614697;33.04;26.93;2982
1732614998;31.69;28.25;2981
1732615298;30.48;29.59;2979
1732615598;29.47;30.81;2977
1732615899;28.56;32.05;2975
1732616199;27.82;33.66;2973
1732616500;27.17;34.94;2971
1732616797;26.63;36.62;2970
1732617098;26.11;37.12;2968
1732617401;25.68;38.73;2966
1732617701;25.34;40.38;2964
1732618001;25.03;41.36;2963
1732618302;24.7;41.89;2961
1732618602;24.42;42.24;2960
1732618903;24.18;43.07;2959
1732619200;23.95;43.78;2958
1732619503;23.73;44.07;2957
1732619804;24.16;44.37;2956
1732620104;28.86;37.83;2956
1732620404;35.62;29.2;2957
1732620705;41.76;22.99;2960
1732621005;45.51;19.77;2963
1732621306;46.55;18.75;2967
1732621606;45.4;19.07;2971
1732621906;43.37;20.02;2974
1732622207;41.12;21.46;2978
1732622507;38.95;23.08;2982
1732622807;36.96;24.74;2984
1732623108;35.21;26.39;2984
1732623408;33.69;28;2983
1732623709;32.36;29.46;2981
1732624009;31.21;30.94;2980
1732624309;30.2;32.39;2978
1732624610;29.33;33.75;2976
1732624908;28.55;34.85;2974
1732625210;27.89;35.94;2972
1732625511;27.29;36.96;2970
1732625811;26.77;37.88;2968
1732626109;26.29;38.67;2966
1732626412;25.84;39.15;2965
1732626712;25.46;39.77;2964
1732627013;25.13;40.49;2962
1732627311;24.81;41.07;2961
1732627613;24.56;41.69;2960
1732627911;24.31;42.17;2959
1732628214;24.11;42.7;2958
1732628512;23.91;43.25;2957
1732628815;23.73;43.68;2956
1732629113;23.55;44.12;2955
1732629416;23.38;44.5;2954
1732629716;23.22;44.8;2954
1732630016;23.16;45.33;2953
1732630314;26.04;42.58;2953
1732630617;32.5;32.87;2954
1732630918;39.11;25.53;2957
1732631218;43.95;20.84;2961
1732631518;46.3;19.03;2964
1732631819;46.24;18.43;2968
1732632119;44.52;19.2;2972
1732632420;42.3;20.08;2976
1732632720;40;21.73;2980
1732633020;37.88;23.12;2982
1732633321;35.97;24.98;2983
1732633621;34.3;26.18;2983
1732633921;32.83;27.86;2982
1732634222;31.57;28.93;2980
1732634522;30.44;30.51;2978
1732634822;29.5;31.47;2976
1732635123;28.65;32.96;2974
1732635423;27.93;33.73;2972
1732635724;27.26;34.99;2970
1732636024;26.7;35.6;2969
1732636322;26.18;36.86;2967
1732636625;25.73;37.3;2965
1732636925;25.34;37.88;2964
1732637226;25.01;38.51;2962
1732637526;26.95;37.54;2961
1732637826;32.83;30.66;2961
1732638127;39.21;24.22;2963
1732638427;43.89;20.21;2965
1732638727;45.23;18.96;2968
1732639028;44.19;19.2;2971
1732639328;42.27;20.16;2974
1732639629;40.12;21.59;2977
1732639929;38.05;23.21;2979
1732640229;36.13;24.82;2981
1732640530;34.45;26.39;2982
1732640830;32.97;27.94;2981
1732641130;31.67;29.41;2979
1732641431;30.55;30.79;2978
1732641731;29.56;32.08;2975
1732642032;28.7;33.28;2973
1732642332;27.91;34.46;2971
1732642632;27.26;35.42;2969
1732642933;26.7;36.32;2967
1732643233;26.19;37.16;2966
1732643531;25.75;37.96;2964
1732643834;25.35;38.7;2963
1732644134;24.99;39.34;2961
1732644434;24.66;40;2960
1732644735;24.38;40.59;2959
1732645035;24.12;41.21;2957
1732645336;24.33;41.92;2956
1732645636;28.95;36.38;2956
1732645936;35.66;28.16;2957
1732646237;41.63;22.37;2960
1732646537;44.42;19.94;2963
1732646837;44.19;19.79;2967
1732647135;42.62;20.59;2970
1732647438;40.63;21.94;2973
1732647739;38.62;23.54;2976
1732648039;36.75;25.22;2979
1732648339;35.05;26.89;2980
1732648640;33.57;28.45;2980
1732648940;32.25;30.1;2979
1732649240;31.11;31.6;2978
1732649541;30.11;32.99;2976
1732649841;29.23;34.29;2974
1732650142;28.47;35.37;2972
1732650442;27.79;36.3;2970
1732650742;27.2;37.18;2968
1732651043;26.64;37.78;2967
1732651343;26.15;38.48;2965
1732651643;25.73;39.44;2963
1732651944;25.36;40.29;2962
1732652244;25.04;41.11;2960
1732652542;24.74;41.77;2959
1732652845;24.48;42.67;2958
1732653145;24.25;43.41;2957
1732653446;24.03;44.4;2956
1732653746;23.81;44.59;2955
1732654046;23.63;45.11;2954
1732654347;23.44;45.12;2953
1732654647;23.26;45.78;2953
1732654948;23.11;45.75;2952
1732655248;23.41;46.85;2952
1732655548;27.83;40.75;2952
1732655849;34.52;31.22;2953
1732656149;40.81;24.29;2956
1732656450;44.43;20.89;2960
1732656750;44.67;20.16;2963
1732657050;43.22;20.62;2967
1732657351;41.19;21.74;2971
1732657651;39.08;23.2;2975
1732657951;37.09;24.7;2977
1732658252;35.28;26.18;2979
1732658552;33.69;27.68;2980
1732658853;32.3;29.09;2979
1732659153;31.08;30.43;2977
1732659453;30.02;31.68;2975
1732659754;29.09;32.91;2973
1732660054;28.29;33.94;2972
1732660354;27.58;34.83;2970
1732660655;26.95;35.66;2968
1732660955;26.4;36.37;2966
1732661253;25.91;37.04;2964
1732661554;25.49;37.66;2963
1732661856;25.1;38.27;2961
1732662157;24.74;38.82;2959
1732662457;24.45;39.4;2959
1732662758;24.52;40.32;2957
1732663055;28.48;36.1;2957
1732663358;34.96;28.54;2957
1732663659;41.07;22.75;2960
1732663959;44.83;19.68;2962
1732664259;45.27;18.99;2966
1732664560;43.85;19.48;2969
1732664860;41.78;20.6;2973
1732665161;39.61;22.13;2976
1732665461;37.56;23.77;2978
1732665761;35.7;25.4;2980
1732666062;34.05;26.98;2981
1732666362;32.61;28.52;2979
1732666662;31.36;29.99;2978
1732666963;30.26;31.34;2976
1732667263;29.32;32.64;2975
1732667564;28.49;33.81;2972
1732667864;27.76;34.88;2970
1732668164;27.12;35.85;2968
1732668465;26.56;36.77;2966
1732668765;26.07;37.61;2964
1732669066;25.63;38.39;2963
1732669366;25.24;39.17;2961
1732669664;24.88;39.79;2960
1732669967;24.58;40.44;2959
1732670267;24.28;40.99;2957
1732670567;24.8;41.53;2956
1732670868;29.67;35.46;2956
1732671168;36.25;27.61;2957
1732671468;42.1;22.04;2960
1732671769;45.36;19.37;2963
1732672069;45.54;18.84;2966
1732672370;43.99;19.4;2969
1732672670;41.87;20.55;2973
1732672970;39.66;22.1;2976
1732673271;37.6;23.76;2979
1732673571;35.72;25.39;2980
1732673871;34.08;26.98;2981
1732674172;32.64;28.51;2980
1732674472;31.38;29.97;2979
1732674772;30.29;31.33;2977
1732675073;29.35;32.63;2975
1732675373;28.52;33.8;2972
1732675674;27.79;34.87;2970
1732675974;27.14;35.84;2968
1732676274;26.58;36.76;2966
1732676575;26.08;37.59;2964
1732676875;25.65;38.41;2963
1732677173;25.26;39.13;2962
1732677476;24.9;39.84;2960
1732677776;24.6;40.41;2959
1732678077;24.36;41.22;2958
1732678374;26.79;39.27;2957
1732678677;32.96;31.3;2957
1732678978;39.41;24.45;2959
1732679278;44.17;20.31;2962
1732679578;46.02;18.77;2965
1732679879;45.26;18.8;2968
1732680179;43.35;19.63;2972
1732680480;41.14;20.97;2976
1732680780;38.96;22.6;2978
1732681080;36.95;24.26;2981
1732681381;35.15;25.88;2981
1732681681;33.59;27.46;2981
1732681979;32.21;28.96;2980
1732682279;31.01;30.39;2978
1732682582;29.98;31.74;2976
1732682883;29.07;32.96;2974
1732683180;28.28;34.13;2972
1732683483;27.57;35.12;2970
1732683781;26.96;36.13;2968
1732684084;26.43;36.97;2967
1732684382;25.95;37.82;2965
1732684685;25.54;38.59;2963
1732684985;25.16;39.34;2961
1732685286;24.81;39.95;2960
1732685586;24.7;40.78;2959
1732685886;27.33;38.09;2958
1732686187;31.33;32.73;2958
1732686487;34.89;28.43;2960
1732686787;37.81;25.3;2961
1732687088;40.18;23.01;2964
1732687388;41.97;21.33;2967
1732687689;42.49;20.65;2970
1732687989;41.53;21.07;2973
1732688289;39.88;22.16;2976
1732688590;38.04;23.55;2978
1732688890;36.27;25.05;2979
1732689190;34.62;26.56;2979
1732689491;33.16;28.05;2979
1732689791;31.86;29.5;2978
1732690092;30.72;30.89;2976
1732690389;29.73;32.15;2975
1732690692;28.86;33.39;2972
1732690993;28.1;34.47;2970
1732691293;27.43;35.48;2969
1732691594;26.83;36.38;2967
1732691894;26.32;37.35;2965
1732692194;25.88;38.37;2964
1732692495;25.51;39.22;2962
1732692795;25.17;39.98;2960
1732693095;24.85;40.64;2959
1732693396;24.59;41.25;2958
1732693696;24.34;41.77;2957
1732693997;24.13;42.28;2956
1732694297;25.75;41.85;2955
1732694597;31.67;33.68;2955
1732694898;38.29;26.06;2957
1732695198;43.51;21.25;2960
1732695498;45.67;19.36;2963
1732695799;45.04;19.26;2967
1732696099;43.21;20.02;2971
1732696400;41.05;21.33;2974
1732696700;38.9;22.93;2977
1732697000;36.92;24.56;2979
1732697301;35.14;26.16;2981
1732697601;33.6;27.73;2980
1732697901;32.22;29.22;2979
1732698202;31.04;30.65;2977
1732698502;30.01;31.94;2976
1732698802;29.1;32.65;2974
1732699103;28.3;33.23;2971
1732699403;27.58;33.74;2969
1732699704;26.95;34.23;2967
1732700004;26.39;34.82;2966
1732700304;25.89;35.33;2964
1732700605;25.46;35.84;2962
1732700905;25.07;36.48;2961
1732701205;24.7;37.28;2960
1732701506;26.26;36.99;2958
1732701806;31.98;30.56;2959
1732702107;38.45;24.1;2960
1732702407;43.63;19.92;2962
1732702707;45.73;18.34;2965
1732703008;45.13;18.37;2968
1732703308;43.32;19.18;2972
1732703608;41.18;20.51;2975
1732703909;39.04;22.09;2978
1732704209;37.07;23.73;2980
1732704510;35.33;25.3;2981
1732704810;33.8;26.8;2981
1732705110;32.46;28.28;2979
