T6_Z2
Time-Data=(A2/86400)+25569;Temp;Humi;Vbat
1734336063;24.38;33.9;2957
1734336364;24.12;34.3;2956
1734336661;23.87;34.62;2954
1734336962;23.68;34.97;2953
1734337262;23.47;35.29;2952
1734337565;23.29;35.52;2951
1734337866;23.13;35.79;2950
1734338166;23.1;36.3;2950
1734338466;26.47;33.56;2949
1734338767;32.49;26.35;2951
1734339067;37.54;21.38;2953
1734339368;41.68;17.93;2957
1734339668;43.64;16.54;2960
1734339968;43.03;16.7;2965
1734340269;41.26;17.59;2969
1734340569;39.18;18.87;2973
1734340869;37.16;20.21;2976
1734341170;35.32;21.49;2978
1734341470;33.71;22.73;2979
1734341770;32.27;23.85;2978
1734342068;31.03;24.88;2977
1734342371;29.95;25.76;2975
1734342672;29;26.69;2972
1734342972;28.18;27.51;2970
1734343270;27.46;28.25;2968
1734343573;26.83;28.89;2966
1734343873;26.28;29.51;2964
1734344173;25.78;30.11;2963
1734344474;25.34;30.7;2961
1734344774;24.95;31.4;2959
1734345074;24.6;31.88;2957
1734345375;24.29;32.13;2956
1734345675;24.02;32.37;2954
1734345976;23.77;32.62;2953
1734346276;23.94;33.03;2952
1734346576;28.27;28.94;2952
1734346877;34.7;22.89;2953
1734347177;40.41;18.52;2956
1734347478;43.72;16.24;2959
1734347778;44.47;15.78;2963
1734348078;43.21;16.32;2966
1734348379;41.22;17.42;2970
1734348679;39.11;18.77;2974
1734348979;37.14;20.16;2977
1734349280;35.37;21.55;2979
1734349580;33.81;22.87;2979
1734349881;32.44;24.08;2978
1734350181;31.25;25.21;2976
1734350481;30.22;26.21;2974
1734350779;29.29;27.95;2972
1734351082;28.49;28.35;2970
1734351382;27.81;29.05;2969
1734351683;27.2;29.83;2967
1734351983;26.66;31;2965
1734352281;26.16;32.07;2963
1734352584;25.7;32.98;2961
1734352884;25.25;34.32;2960
1734353182;25.21;34.88;2958
1734353485;29.06;31.36;2958
1734353785;34.72;24.86;2959
1734354086;39.79;20.07;2960
1734354386;42.92;17.62;2963
1734354686;44.08;16.54;2966
1734354987;43.43;16.48;2969
1734355287;41.72;17.31;2972
1734355588;39.67;18.55;2975
1734355888;37.65;19.91;2978
1734356188;35.78;21.26;2979
1734356489;34.12;22.55;2980
1734356789;32.66;23.79;2979
1734357089;31.39;24.88;2977
1734357387;30.29;25.89;2975
1734357688;29.34;26.83;2973
1734357991;28.5;27.77;2971
1734358291;27.79;28.56;2969
1734358591;27.14;29.25;2968
1734358892;26.57;29.89;2966
1734359192;26.08;30.49;2964
1734359492;25.65;31.14;2962
1734359793;25.26;31.72;2960
1734360093;24.89;32.19;2959
1734360394;24.59;32.64;2957
1734360694;24.3;33.06;2956
1734360994;24.51;33.51;2955
1734361295;28.7;29.5;2955
1734361595;34.9;23.11;2955
1734361895;40.45;18.37;2958
1734362196;43.77;16.05;2961
1734362496;44.89;15.36;2964
1734362797;43.95;15.73;2968
1734363097;42.02;16.67;2972
1734363395;39.87;17.98;2976
1734363698;37.79;19.38;2978
1734363998;35.88;20.82;2980
1734364299;34.19;22.14;2980
1734364599;32.72;23.39;2979
1734364899;31.44;24.52;2977
1734365200;30.33;25.63;2975
1734365500;29.36;26.87;2973
1734365801;28.5;28.33;2972
1734366101;27.79;29.39;2970
1734366401;27.15;30.33;2967
1734366699;26.59;31.08;2965
1734367002;26.09;31.72;2963
1734367300;25.66;32.27;2962
1734367603;25.25;34.05;2960
1734367903;24.92;34.01;2958
1734368204;24.66;34.39;2957
1734368504;24.42;34.92;2956
1734368804;24.21;35.39;2955
1734369105;24.01;35.85;2953
1734369403;23.81;36.89;2953
1734369706;23.65;37.03;2952
1734370003;23.46;37.31;2951
1734370306;23.29;37.37;2950
1734370607;23.15;37.45;2949
1734370907;23.02;37.59;2949
1734371207;22.88;37.73;2948
1734371508;22.75;37.85;2947
1734371808;22.66;38.08;2947
1734372106;22.55;38.24;2946
1734372409;22.45;38.39;2946
1734372709;22.35;38.48;2945
1734373010;22.27;38.62;2945
1734373310;22.21;38.78;2945
1734373608;22.13;38.94;2944
1734373911;22.03;39.1;2944
1734374211;21.96;39.25;2943
1734374512;21.89;39.39;2943
1734374812;21.82;39.54;2943
1734375112;21.77;39.68;2942
1734375413;21.73;39.85;2942
1734375713;22.1;40.49;2942
1734376013;26.75;35.08;2942
1734376314;33.34;26.41;2944
1734376614;39.32;20.51;2948
1734376915;43;17.49;2952
1734377215;44.63;16.35;2957
1734377515;44.47;16.32;2962
1734377816;42.84;17.09;2967
1734378116;40.71;18.41;2971
1734378416;38.56;19.88;2975
1734378717;36.55;21.47;2978
1734379017;34.76;23.01;2979
1734379318;33.18;24.48;2978
1734379615;31.8;25.79;2976
1734379916;30.62;27.14;2974
1734380216;29.59;28.59;2973
1734380517;28.61;31.32;2971
1734380820;27.85;31.83;2969
1734381120;27.19;32.43;2966
1734381418;26.61;33.19;2964
1734381721;26.1;33.77;2962
1734382021;25.64;34.41;2960
1734382321;25.24;34.9;2959
1734382622;24.88;35.36;2958
1734382922;24.57;35.88;2956
1734383223;24.27;36.28;2954
1734383523;24.04;37.03;2953
1734383823;23.83;37.99;2952
1734384124;23.66;38.57;2951
1734384424;23.48;39.01;2950
1734384724;23.33;39.12;2949
1734385025;23.19;39.03;2948
1734385325;23.03;39.05;2947
1734385626;24.11;38.63;2947
1734385926;29.54;31.5;2947
1734386226;35.96;24.09;2950
1734386527;41.17;19.25;2953
1734386827;43.99;17.1;2957
1734387127;44.58;16.58;2961
1734387428;43.3;17.11;2965
1734387728;41.28;18.24;2969
1734388029;39.14;19.67;2973
1734388329;37.1;21.17;2976
1734388629;35.26;22.65;2978
1734388930;33.63;24.04;2978
1734389230;32.2;25.32;2977
1734389530;30.96;26.57;2975
1734389831;29.89;27.73;2973
1734390131;28.96;28.78;2971
1734390429;28.15;29.67;2969
1734390732;27.45;30.51;2967
1734391032;26.83;31.26;2964
1734391333;26.29;32;2962
1734391633;25.81;32.62;2960
1734391933;25.38;33.24;2958
1734392234;25;33.8;2957
1734392534;24.66;34.28;2956
1734392835;24.35;34.7;2954
1734393135;24.09;35.21;2953
1734393435;23.83;35.59;2952
1734393733;23.63;35.92;2951
1734394036;23.44;36.33;2950
1734394337;25.62;34.86;2949
1734394637;31.55;27.66;2950
1734394937;37.73;21.53;2953
1734395238;42.22;17.81;2956
1734395538;44.43;16.31;2959
1734395838;44.64;16.09;2964
1734396139;43.2;16.73;2967
1734396439;41.14;17.9;2971
1734396739;38.99;19.34;2975
1734397040;36.96;20.83;2978
1734397338;35.13;22.3;2979
1734397641;33.52;23.7;2978
1734397938;32.11;25.01;2977
1734398239;30.89;26.24;2975
1734398542;29.83;27.34;2973
1734398842;28.91;28.38;2971
1734399142;28.11;29.28;2969
1734399443;27.41;30.14;2967
1734399741;26.8;30.84;2965
1734400043;26.26;31.56;2963
1734400344;25.79;32.19;2961
1734400644;25.37;32.75;2959
1734400945;24.99;33.23;2958
1734401245;24.65;33.77;2956
1734401545;24.35;34.22;2955
1734401843;24.09;34.57;2954
1734402146;24.05;35.13;2952
1734402447;27.54;31.94;2952
1734402747;33.67;25.07;2953
1734403047;38.83;20.24;2956
1734403348;41.95;17.71;2958
1734403648;44.04;16.31;2962
1734403948;44.35;16.07;2966
1734404249;42.95;16.68;2970
1734404549;40.95;17.84;2973
1734404850;38.83;19.24;2976
1734405150;36.83;20.7;2978
1734405450;35.02;22.14;2979
1734405751;33.44;23.53;2978
1734406051;32.04;24.79;2977
1734406351;30.83;25.97;2975
1734406652;29.78;27.09;2974
1734406952;28.88;28.12;2971
1734407250;28.08;29.03;2969
1734407553;27.4;29.78;2967
1734407853;26.79;30.46;2965
1734408154;26.25;31.15;2963
1734408454;25.78;31.78;2961
1734408754;25.36;32.23;2959
1734409055;25;32.69;2958
1734409355;24.65;33.11;2956
1734409656;24.35;33.54;2955
1734409956;24.1;33.86;2954
1734410256;24.19;34.37;2953
1734410557;28.12;30.73;2952
1734410857;34.33;24.03;2954
1734411157;40;19.05;2956
1734411458;43.5;16.51;2959
1734411758;44.83;15.66;2962
1734412059;44.07;15.97;2966
1734412359;42.2;16.89;2970
1734412659;40.04;18.2;2974
1734412960;37.94;19.61;2977
1734413258;36.01;21.07;2978
1734413560;34.3;22.47;2979
1734413861;32.78;23.78;2978
1734414161;31.48;24.99;2977
1734414459;30.34;26.14;2975
1734414759;29.36;27.23;2973
1734415062;28.5;28.21;2970
1734415363;27.77;29.04;2968
1734415663;27.1;29.72;2966
1734415963;26.55;30.42;2964
1734416264;26.06;31.73;2963
1734416564;25.63;32.51;2961
1734416865;25.24;33.11;2959
1734417165;24.88;33.7;2958
1734417465;24.58;34.24;2956
1734417766;24.29;34.76;2955
1734418066;24.04;35.14;2954
1734418367;23.8;35.59;2952
1734418667;23.62;36;2951
1734418967;23.41;36.3;2950
1734419268;24.01;36.56;2950
1734419568;27.81;32.14;2950
1734419868;31.56;27.41;2951
1734420169;34.7;24.15;2953
1734420469;37.15;21.98;2956
1734420769;39.11;20.36;2959
1734421070;40.62;19.11;2963
1734421370;41.86;18.15;2966
1734421671;42.71;17.62;2970
1734421971;42.12;18.36;2974
1734422271;40.56;19.19;2976
1734422572;38.72;20.55;2977
1734422872;36.9;21.89;2978
1734423172;35.19;23.17;2978
1734423473;33.64;24.51;2977
1734423773;32.27;25.75;2976
1734424074;31.07;27;2975
1734424374;30.03;28.22;2973
1734424674;29.12;29.38;2971
1734424972;28.34;30.35;2969
1734425275;27.64;31.38;2967
1734425575;27.04;32.25;2965
1734425876;26.5;33.07;2964
1734426176;26.03;33.8;2962
1734426477;25.61;34.59;2960
1734426777;25.24;34.88;2958
1734427077;24.89;35.19;2957
1734427378;24.6;35.43;2956
1734427678;24.32;35.72;2954
1734427978;24.07;36;2953
1734428276;23.83;36.27;2952
1734428579;24.38;36.46;2951
1734428880;29.17;30.98;2951
1734429180;35.45;23.99;2953
1734429480;40.86;19.43;2956
1734429781;43.96;17.22;2959
1734430081;44.81;16.63;2963
1734430381;43.72;17.15;2967
1734430682;41.8;18.22;2971
1734430982;39.7;19.65;2974
1734431282;37.69;21.21;2977
1734431583;35.88;22.71;2979
1734431883;34.27;24.07;2979
1734432184;32.88;25.41;2978
1734432484;31.67;26.65;2976
1734432784;30.61;27.79;2974
1734433085;29.69;28.8;2973
1734433385;28.87;29.91;2970
1734433685;28.13;31.06;2968
1734433986;27.5;32.15;2966
1734434286;26.91;32.69;2964
1734434586;26.37;33.75;2962
1734434884;25.9;34.37;2961
1734435187;25.47;34.96;2959
1734435488;25.1;35.21;2958
1734435788;24.74;35.89;2956
1734436088;24.42;36.57;2955
1734436389;24.45;38.14;2954
1734436689;28.35;33.53;2953
1734436990;34.22;26.2;2954
1734437290;39.75;20.56;2956
1734437590;43.42;17.59;2959
1734437891;44.87;16.6;2963
1734438191;44.24;16.84;2966
1734438491;42.49;17.72;2970
1734438792;40.45;19.02;2974
1734439092;38.45;20.44;2977
1734439393;36.58;21.83;2978
1734439693;34.9;23.19;2979
1734439993;33.41;24.42;2978
1734440294;32.12;25.54;2977
1734440594;30.97;26.64;2976
1734440895;29.98;27.66;2974
1734441195;29.1;28.6;2972
1734441495;28.35;29.49;2969
1734441796;27.68;30.25;2967
1734442096;27.09;31.12;2965
1734442396;26.58;31.8;2963
1734442697;26.12;32.29;2962
1734442997;25.72;33.22;2961
1734443298;25.36;33.82;2959
1734443598;25.04;34.15;2957
1734443898;24.74;34.52;2956
1734444199;24.48;34.85;2955
1734444497;24.23;35.12;2954
1734444799;24.02;35.36;2952
1734445100;23.8;35.66;2951
1734445400;23.65;35.92;2950
1734445700;25.15;35.21;2950
1734446001;30.64;28.74;2950
1734446301;36.67;22.53;2953
1734446602;41.52;18.37;2955
1734446902;44.14;16.54;2959
1734447202;44.6;16.21;2963
1734447503;43.33;16.78;2967
1734447803;41.39;17.83;2971
1734448103;39.32;19.17;2975
1734448404;37.35;20.57;2977
1734448704;35.54;21.98;2979
1734449005;33.95;23.33;2979
1734449305;32.56;24.52;2977
1734449605;31.35;25.65;2976
1734449906;30.27;26.76;2974
1734450206;29.35;27.74;2972
1734450506;28.54;28.62;2970
1734450807;27.83;29.52;2968
1734451105;27.15;30.21;2966
1734451405;26.52;31.3;2964
1734451708;26.02;32.23;2962
1734452008;25.6;33.09;2960
1734452306;25.24;33.84;2959
1734452609;24.92;34.62;2957
1734452910;24.65;35.08;2956
1734453210;24.4;35.92;2955
1734453510;24.19;36.71;2954
1734453811;23.99;37.42;2953
1734454111;23.8;38.62;2952
1734454411;23.68;39.18;2951
1734454712;23.51;39.3;2950
1734455012;23.36;39.32;2949
1734455312;23.21;39.4;2948
1734455610;23.1;39.42;2947
1734455911;22.98;39.53;2947
1734456214;22.9;39.83;2947
1734456514;25.23;38.14;2946
1734456814;31.22;29.97;2948
1734457115;37.24;23.29;2950
1734457415;40.29;20.22;2953
1734457715;40.91;19.46;2957
1734458016;41.29;19;2961
1734458316;40.32;19.54;2966
1734458617;38.66;20.64;2969
1734458917;36.87;21.99;2972
1734459217;35.16;23.38;2975
1734459518;33.62;24.74;2976
1734459818;32.25;26.13;2975
1734460118;31.04;27.38;2974
1734460419;30;28.57;2972
1734460719;29.07;29.67;2970
1734461020;28.27;30.76;2968
1734461320;27.56;31.82;2966
1734461620;26.94;32.74;2964
1734461921;26.4;33.47;2963
1734462221;25.92;34.21;2961
1734462519;25.5;34.9;2959
1734462819;25.12;35.53;2958
1734463122;24.78;36.03;2956
1734463422;24.49;36.47;2955
1734463723;24.22;36.95;2953
1734464023;23.99;37.45;2952
1734464321;23.76;37.82;2951
1734464622;23.58;38.13;2950
1734464924;23.37;39.08;2949
1734465225;23.15;40.75;2948
1734465525;22.99;41.7;2947
1734465826;23.1;42.3;2946
1734466126;26.87;38.44;2946
1734466426;33.09;29.89;2948
1734466727;38.93;23.15;2951
1734467027;42.38;19.69;2954
1734467328;42.62;19.24;2958
1734467628;41.31;20.02;2962
1734467928;39.48;21.36;2966
1734468229;37.6;22.96;2969
1734468529;35.82;24.59;2973
1734468829;34.26;26.08;2974
1734469130;32.87;27.47;2975
1734469430;31.67;28.92;2974
1734469731;30.61;30.29;2972
1734470031;29.68;31.45;2970
1734470331;28.88;32.56;2969
1734470629;28.17;33.42;2967
1734470932;27.54;34.23;2964
1734471232;26.97;34.96;2963
1734471533;26.48;35.66;2962
1734471833;26.04;36.12;2960
1734472131;25.64;36.46;2958
1734472434;25.27;36.82;2956
1734472734;24.94;37.13;2955
1734473035;24.65;37.43;2954
1734473335;24.37;37.72;2953
1734473636;24.14;37.99;2952
1734473936;23.91;38.25;2951
1734474236;23.73;38.51;2950
1734474534;23.54;38.73;2949
1734474837;23.44;39.09;2948
1734475137;26.24;36.46;2948
1734475438;32.24;28.9;2949
1734475738;38.18;22.66;2951
1734476039;42.36;18.96;2955
1734476339;44.11;17.63;2959
1734476639;43.46;17.82;2962
1734476940;41.65;18.79;2966
1734477240;39.54;20.21;2970
1734477540;37.48;21.72;2974
1734477841;35.6;23.23;2975
1734478141;33.96;24.62;2976
1734478441;32.51;25.92;2975
1734478742;31.25;27.15;2974
1734479042;30.16;28.26;2973
1734479340;29.21;29.26;2970
1734479643;28.38;30.09;2968
1734479943;27.65;30.89;2966
1734480244;27.01;31.61;2964
1734480542;26.45;32.26;2962
1734480844;25.96;32.87;2960
1734481145;25.53;33.4;2959
1734481445;25.14;33.88;2957
1734481746;24.79;34.35;2955
1734482046;24.49;34.72;2954
1734482346;24.21;35.03;2953
1734482644;23.98;35.4;2951
1734482945;23.77;35.83;2950
1734483248;25.86;34.58;2950
1734483548;31.63;28.12;2950
1734483848;37.55;22.24;2952
1734484149;41.98;18.48;2955
1734484449;44.1;16.95;2959
1734484749;44;16.88;2963
1734485050;42.38;17.69;2966
1734485350;40.27;19.01;2970
1734485650;38.15;20.5;2973
1734485951;36.19;22.03;2976
1734486251;34.46;23.48;2977
1734486552;32.94;24.81;2976
1734486852;31.63;26.04;2975
1734487152;30.47;27.17;2973
1734487453;29.48;28.19;2971
1734487753;28.61;29.14;2969
1734488053;27.86;29.94;2966
1734488354;27.19;30.62;2965
1734488654;26.6;31.21;2963
1734488954;26.09;31.8;2961
1734489255;25.64;32.4;2959
1734489555;25.24;32.89;2957
1734489856;24.87;33.41;2956
1734490156;24.57;33.83;2954
1734490456;24.27;34.17;2953
1734490754;24.05;34.66;2952
1734491057;26.38;33.22;2951
1734491357;32.23;26.9;2952
1734491658;38.16;21.25;2954
1734491958;42.32;17.83;2957
1734492259;44.11;16.61;2960
1734492559;43.56;16.77;2964
1734492857;41.76;17.72;2967
1734493160;39.64;19.09;2971
1734493460;37.55;20.58;2974
1734493760;35.65;22.08;2976
1734494061;33.98;23.51;2977
1734494361;32.52;24.81;2976
1734494662;31.25;26.02;2975
1734494962;30.15;27.12;2973
1734495260;29.19;28.12;2971
1734495563;28.35;29.01;2969
1734495863;27.62;29.8;2967
1734496161;26.97;30.46;2965
1734496464;26.41;31.09;2963
1734496762;25.92;31.7;2960
1734497065;25.48;32.28;2959
1734497365;25.1;32.84;2957
1734497663;24.74;33.27;2955
1734497966;24.43;33.65;2954
1734498266;24.61;34.08;2953
1734498566;29.31;29.69;2952
1734498867;34.19;24.44;2953
1734499167;37.24;21.57;2955
1734499467;39.57;19.54;2958
1734499768;41.38;18.05;2961
1734500068;42.69;17.09;2964
1734500368;42.63;17.03;2968
1734500669;41.19;17.85;2971
1734500969;39.27;19.11;2974
1734501270;37.31;20.5;2976
1734501570;35.49;21.95;2977
1734501870;33.86;23.31;2977
1734502171;32.42;24.58;2976
1734502471;31.19;25.9;2974
1734502771;30.11;27.13;2973
1734503072;29.16;28.3;2971
1734503370;28.34;29.36;2969
1734503673;27.62;30.4;2967
1734503973;26.99;31.34;2965
1734504273;26.43;32.16;2962
1734504574;25.94;32.86;2961
1734504874;25.51;33.46;2959
1734505175;25.13;34.04;2958
1734505475;24.75;36.9;2956
1734505775;24.42;36.52;2954
1734506076;24.2;36.58;2953
1734506376;24.01;36.96;2952
1734506676;23.81;37.31;2951
1734506974;23.61;38.04;2949
1734507277;23.37;38.88;2949
1734507575;23.78;39.73;2948
1734507878;28.95;33.27;2948
1734508178;35.49;24.97;2950
1734508479;40.87;19.73;2953
1734508779;43.47;17.65;2957
1734509079;43.16;17.6;2960
1734509380;41.49;18.47;2964
1734509680;39.44;19.81;2968
1734509981;37.41;21.3;2972
1734510281;35.56;22.8;2974
1734510581;33.92;24.29;2976
1734510879;32.49;25.74;2975
1734511182;31.24;26.96;2974
1734511482;30.15;28.25;2972
1734511783;29.21;29.46;2970
1734512083;28.39;30.57;2968
1734512384;27.67;31.62;2967
1734512684;27.04;32.58;2964
1734512984;26.49;33.25;2962
1734513282;26;33.66;2960
1734513583;25.58;34.01;2959
1734513885;25.19;34.32;2957
1734514186;24.82;34.66;2955
1734514486;24.52;34.95;2954
1734514787;24.24;35.23;2953
1734515087;23.99;35.45;2951
1734515387;23.76;35.73;2950
1734515685;23.56;35.9;2949
1734515988;23.36;36.11;2949
1734516288;23.18;36.26;2948
1734516589;23.05;36.52;2947
1734516889;25.27;34.99;2946
1734517190;31.34;27.89;2947
1734517490;37.56;21.83;2950
1734517790;42.02;18.08;2953
1734518091;44.08;16.65;2957
1734518391;43.91;16.62;2961
1734518692;42.25;17.43;2965
1734518992;40.15;18.71;2969
1734519292;38.04;20.17;2973
1734519593;36.09;21.63;2976
1734519893;34.36;23.05;2977
1734520194;32.84;24.32;2976
1734520492;31.53;25.51;2975
1734520792;30.38;26.56;2973
1734521095;29.4;27.54;2971
1734521395;28.52;28.43;2968
1734521693;27.77;29.68;2966
1734521996;27.11;31.07;2965
1734522296;26.55;32.23;2963
1734522597;26.05;32.92;2961
1734522897;25.61;33.42;2959
1734523197;25.22;34.04;2957
1734523498;24.86;34.74;2956
1734523798;24.56;35.22;2954
1734524098;24.28;35.44;2953
1734524399;24.05;35.57;2952
1734524699;23.85;36.08;2950
1734524997;23.69;36.77;2949
1734525300;23.52;37.25;2948
1734525600;23.37;37.59;2948
1734525901;23.23;37.84;2947
1734526201;23.12;38.05;2946
1734526501;23.54;38.52;2946
1734526802;27.92;33.39;2946
1734527102;34.23;25.71;2948
1734527403;39.85;20.28;2951
1734527703;43.25;17.55;2955
1734528003;43.9;17.01;2959
1734528304;42.59;17.54;2963
1734528604;40.63;18.68;2967
1734528905;38.57;20.09;2971
1734529205;36.6;21.57;2974
1734529505;34.84;22.98;2976
1734529806;33.3;24.3;2976
1734530106;31.94;25.48;2975
1734530406;30.77;26.56;2973
1734530704;29.76;27.6;2971
1734531007;28.86;28.55;2969
1734531308;28.09;29.44;2967
1734531608;27.41;30.19;2965
1734531908;26.81;30.87;2963
1734532206;26.29;31.45;2961
1734532506;25.83;32.07;2959
1734532809;25.42;32.56;2957
1734533110;25.05;33.01;2956
1734533410;24.72;33.42;2954
1734533711;24.42;33.8;2953
1734534011;24.15;34.17;2952
1734534311;24.58;34.42;2951
1734534609;29.18;29.79;2951
1734534912;35.21;23.58;2952
1734535212;40.44;19.02;2955
1734535513;43.55;16.74;2958
1734535813;44.44;16.13;2962
1734536114;43.32;16.6;2965
1734536414;41.35;17.69;2969
1734536714;39.23;19.06;2972
1734537015;37.19;20.52;2975
1734537315;35.35;21.97;2977
1734537615;33.74;23.33;2977
1734537916;32.31;24.56;2976
1734538216;31.09;25.7;2974
1734538517;30.02;26.87;2972
1734538817;29.09;27.97;2970
1734539117;28.29;28.96;2968
1734539418;27.59;29.92;2966
1734539718;26.97;30.77;2964
1734540016;26.42;31.47;2962
1734540319;25.95;32.14;2960
1734540617;25.53;32.76;2958
1734540919;25.15;33.29;2957
1734541220;24.8;33.79;2956
1734541518;24.51;34.28;2954
1734541818;24.24;34.73;2953
1734542121;24;35.16;2951
1734542419;23.77;35.52;2951
1734542722;23.58;35.88;2949
1734543022;23.4;36.22;2949
1734543322;23.74;36.77;2948
1734543623;27.72;32.57;2948
1734543923;31.81;27.31;2949
1734544224;34.65;24.71;2951
1734544524;37.11;22.44;2954
1734544824;39.07;20.64;2958
1734545125;40.49;19.4;2960
1734545425;40.62;19.17;2964
1734545725;39.51;19.95;2968
1734546026;37.91;21.27;2971
1734546326;36.24;22.71;2973
1734546627;34.67;24.13;2974
1734546927;33.27;25.51;2974
1734547227;32.02;26.81;2973
1734547528;30.93;28.12;2972
1734547828;29.97;29.34;2970
1734548128;29.13;30.5;2968
1734548429;28.4;31.48;2967
1734548729;27.75;32.62;2965
1734549030;27.17;33.62;2963
1734549330;26.67;34.52;2961
1734549630;26.22;35.32;2960
1734549931;25.83;36.07;2958
1734550231;25.49;36.77;2957
1734550529;25.18;37.55;2955
1734550829;24.89;38.16;2954
1734551130;24.66;38.64;2953
1734551432;24.42;39.04;2952
1734551733;24.19;39.51;2951
1734552033;23.96;39.98;2950
1734552334;23.74;40.37;2949
1734552634;23.57;40.77;2948
1734552934;23.43;41.09;2947
1734553235;23.88;41.83;2947
1734553535;28.26;36.37;2947
1734553835;34.31;28.11;2948
1734554136;39.83;22.1;2952
1734554436;43.31;18.97;2955
1734554737;43.95;18.18;2959
1734555037;42.65;18.62;2963
1734555337;40.67;19.83;2967
1734555638;38.6;21.29;2971
1734555938;36.66;22.85;2973
1734556238;34.92;24.32;2975
1734556539;33.37;25.87;2975
1734556839;32.03;27.01;2975
1734557140;30.86;28.2;2973
1734557437;29.84;29.25;2971
1734557738;28.95;30.21;2969
1734558041;28.18;31.07;2967
1734558341;27.5;31.81;2965
1734558641;26.9;32.46;2963
1734558939;26.38;33.08;2961
1734559242;25.92;33.61;2959
1734559542;25.51;34.1;2957
1734559843;25.14;34.51;2956
1734560141;24.8;34.91;2954
1734560444;24.51;35.31;2953
1734560744;24.24;35.69;2952
1734561044;24.01;35.98;2951
1734561345;23.78;36.35;2950
1734561645;23.6;37.54;2949
1734561946;23.94;38.63;2948
1734562246;28.27;33.76;2948
1734562546;31.9;28.76;2950
1734562847;33.08;27;2952
1734563147;34.38;25.62;2953
1734563447;38.05;22.38;2956
1734563748;41.9;19.09;2960
1734564046;43.82;17.69;2964
1734564349;43.27;17.85;2967
1734564649;41.52;18.83;2971
1734564949;39.46;20.27;2973
1734565250;37.45;21.8;2974
1734565550;35.66;23.32;2975
1734565850;34.12;24.67;2976
1734566151;32.76;25.95;2975
1734566451;31.56;27.19;2974
1734566752;30.5;28.31;2972
1734567052;29.59;29.29;2970
1734567352;28.78;30.22;2968
1734567653;28.07;31.14;2967
1734567953;27.44;31.97;2965
1734568253;26.89;32.84;2963
1734568551;26.39;33.67;2961
1734568854;25.95;34.4;2959
1734569155;25.58;35.08;2957
1734569455;25.23;35.61;2956
1734569755;24.9;36.1;2954
1734570056;24.64;36.53;2953
1734570356;24.37;36.96;2952
1734570656;24.97;37.21;2951
1734570957;29.68;31.63;2951
1734571257;35.44;24.99;2952
1734571558;40.47;20.26;2955
1734571858;43.53;17.81;2958
1734572158;44.27;17.22;2962
1734572459;43.06;17.75;2966
1734572759;41.11;18.88;2969
1734573060;39.02;20.31;2972
1734573360;37.05;21.76;2975
1734573660;35.29;23.21;2977
1734573961;33.74;24.55;2976
1734574261;32.39;25.79;2975
1734574561;31.23;26.95;2973
1734574862;30.2;27.98;2972
1734575162;29.32;28.93;2970
1734575463;28.53;29.78;2968
1734575763;27.85;30.64;2966
1734576063;27.24;31.47;2964
1734576364;26.69;32.22;2962
1734576664;26.23;32.87;2960
1734576964;25.8;33.49;2958
1734577265;25.42;34.13;2957
1734577565;25.09;34.69;2956
1734577866;24.77;35.24;2954
1734578166;24.73;35.91;2953
1734578466;28.2;32.62;2953
1734578767;33.98;25.91;2953
1734579067;39.4;20.8;2955
1734579368;43.03;17.85;2958
1734579668;44.4;16.89;2962
1734579968;43.59;17.2;2965
1734580269;41.74;18.2;2968
1734580569;39.63;19.57;2972
1734580869;37.61;21.04;2975
1734581170;35.77;22.48;2976
1734581470;34.15;23.84;2977
1734581770;32.74;25.08;2976
1734582071;31.51;26.24;2975
1734582371;30.44;27.35;2973
1734582672;29.52;28.33;2971
1734582972;28.71;29.2;2969
1734583272;28;30;2967
1734583573;27.37;30.75;2965
1734583873;26.82;31.43;2963
1734584171;26.32;32.13;2961
1734584471;25.89;32.8;2960
1734584774;25.5;33.34;2958
1734585075;25.16;33.89;2956
1734585375;24.84;34.46;2955
1734585673;24.72;35.14;2954
1734585976;27.82;32.5;2953
1734586276;33.49;26.02;2954
1734586576;39;20.86;2956
1734586877;42.86;17.75;2959
1734587177;44.51;16.64;2962
1734587478;43.91;16.82;2965
1734587778;42.13;17.73;2969
1734588078;40.02;19.07;2972
1734588379;37.94;20.53;2975
1734588679;36.06;22;2977
1734588979;34.39;23.5;2978
1734589280;32.94;24.87;2976
1734589578;31.68;26.21;2975
1734589881;30.58;27.48;2974
1734590181;29.65;28.57;2971
1734590481;28.82;29.58;2969
1734590782;28.1;30.62;2967
1734591082;27.46;31.62;2965
1734591382;26.88;32.4;2963
1734591683;26.37;33.06;2962
1734591983;25.92;33.74;2960
1734592284;25.52;34.34;2958
1734592581;25.16;34.83;2957
1734592884;24.83;35.37;2955
1734593185;24.56;36.01;2954
1734593485;24.28;36.98;2953
1734593785;24.07;37.06;2951
1734594086;23.98;37.47;2950
1734594386;27.53;34.4;2950
1734594687;33.14;27.14;2951
1734594987;36.54;23.49;2953
1734595287;38.79;21.29;2956
1734595588;40.34;19.85;2959
1734595888;41.66;18.76;2963
1734596188;41.24;18.98;2966
1734596489;39.76;19.99;2970
1734596789;37.99;21.31;2973
1734597090;36.22;22.84;2975
1734597390;34.59;24.51;2975
1734597690;33.24;25.86;2975
1734597991;32.15;26.96;2974
1734598291;31.11;28.02;2972
1734598591;30.17;29.09;2970
